dataset,rank,qera_ppl,diag_fisher_ppl,qera_minus_fisher_ppl,fisher_relative_improvement_vs_qera_percent,qera_mean_nll,diag_fisher_mean_nll,qera_minus_fisher_mean_nll,fisher_lower_ppl
WikiText2-test-prefix144,8,10.753655055558466,10.690612403523051,0.06304265203541526,0.5862439487756219,2.3752457019532427,2.3693660109099364,0.005879691043306323,True
WikiText2-test-prefix144,16,10.660818329058007,10.567932891723775,0.09288543733423182,0.8712786811220261,2.366575182119458,2.3578242170601738,0.008750965059284077,True
WikiText2-test-prefix144,32,10.51669744980351,10.460487931800987,0.056209518002523495,0.5344787968923997,2.3529642273959865,2.3476051049485327,0.005359122447453846,True
WikiText2-test-prefix144,64,10.388125921047937,10.308197942299994,0.07992797874794277,0.7694167297875782,2.3406634155067736,2.3329394953899922,0.007723920116781358,True
