"projection","method","rank","mean","median","min","max","module_count"
"o_proj","AF_GD","32","0.6220806626684602","0.5914416577789422","0.45436755246272914","0.8882544694260466","28"
"o_proj","AF_GD","64","0.7121001676591839","0.69733203159504","0.5540813567015717","0.9113866024125868","28"
"o_proj","AF_GF","8","0.48479253919024906","0.42024149854460086","0.28184211122648556","0.8946465221517356","28"
"o_proj","AF_GF","16","0.5648366674545177","0.507374564871875","0.381929476438007","0.9041641529530924","28"
"o_proj","AF_GF","32","0.6513283575905391","0.6085023190682204","0.49965312564121894","0.9178630620321564","28"
"o_proj","AF_GF","64","0.7428344884058556","0.7157747761179745","0.6096332159533994","0.9359881056179188","28"
"o_proj","AF_GI","8","0.4622755472116308","0.40094902312064257","0.26387043918613","0.8591000185997324","28"
"o_proj","AF_GI","16","0.5388299445444287","0.49422179318894544","0.3584986346883669","0.8709457053414569","28"
"o_proj","AF_GI","32","0.6217818415991033","0.5932907227576072","0.45086333693912684","0.8882375584379981","28"
"o_proj","AF_GI","64","0.7112887762330401","0.6963848079001524","0.5501902302628954","0.9115244507970653","28"
"q_proj","AD_GD","8","0.38629940864259293","0.3781763923613066","0.2631574672948677","0.6181525421703149","28"
"q_proj","AD_GD","16","0.5027158826432527","0.4949391450994264","0.378781694334197","0.6818386076902772","28"
"q_proj","AD_GD","32","0.6101659010146933","0.61102114446362","0.516423408869606","0.750164396593076","28"
"q_proj","AD_GD","64","0.7126258762843614","0.7150657626611414","0.6265761234721331","0.8207618910802233","28"
"q_proj","AD_GF","8","0.5023243687560374","0.483609969566441","0.3128107745130116","0.7671352324607555","28"
"q_proj","AD_GF","16","0.6339531666300832","0.6331859472907531","0.4517335294201715","0.8196037196607855","28"
"q_proj","AD_GF","32","0.7457037413398774","0.7572870105783509","0.5994271207137971","0.8692962947536482","28"
"q_proj","AD_GF","64","0.8342087842410041","0.8378339299665433","0.7485080926186864","0.9114662890748655","28"
"q_proj","AD_GI","8","0.3704128319787019","0.3538710385447792","0.24176894809320224","0.6216844947920125","28"
"q_proj","AD_GI","16","0.4730852847091698","0.47121169683305475","0.3418946188810408","0.6557422727261607","28"
"q_proj","AD_GI","32","0.5648408827779207","0.5722732801791937","0.4419018404422422","0.7083346546285649","28"
"q_proj","AD_GI","64","0.6507542495576152","0.6396231903364216","0.551730314451836","0.7591855080832864","28"
"q_proj","AF_GD","8","0.5107307004341543","0.5143439673839194","0.38153865674979764","0.7490099386315929","28"
"q_proj","AF_GD","16","0.6024032458261772","0.6046092740724361","0.4878205115150689","0.8061662198667037","28"
"q_proj","AF_GD","32","0.6943584174994802","0.695982759856488","0.6131698289174345","0.8585859868507444","28"
"q_proj","AF_GD","64","0.7831691526710979","0.7800703572521923","0.7399879447331632","0.9063694487969939","28"
"q_proj","AF_GF","8","0.60771382114423","0.5904801720686154","0.42942859173806186","0.8407440607286389","28"
"q_proj","AF_GF","16","0.7116823859901836","0.7031193539400327","0.5519832379076588","0.8859818509926922","28"
"q_proj","AF_GF","32","0.8021385009461394","0.8008531801927359","0.6812410217327167","0.9225284673697013","28"
"q_proj","AF_GF","64","0.8751646534274355","0.8753598702378654","0.8081761664079411","0.9515720357444756","28"
"q_proj","AF_GI","8","0.4943840336566514","0.4812806988914099","0.3608645329971364","0.7506853622225608","28"
"q_proj","AF_GI","16","0.577175831778671","0.5811198898661243","0.4452529218366632","0.7914387787357702","28"
"q_proj","AF_GI","32","0.6580591882090968","0.6605303311985374","0.543350439830237","0.8315906087266912","28"
"q_proj","AF_GI","64","0.7375093636878123","0.7331399742809042","0.6687108370704945","0.8723636922267518","28"
"up_proj","AD_GD","8","0.33409690362744204","0.29686931111684567","0.21742703096474408","0.6950645468209642","28"
"up_proj","AD_GD","16","0.3890352130192389","0.3506642909248271","0.2658704097678767","0.7514267580433723","28"
"up_proj","AD_GD","32","0.4386037315871668","0.40653590601028855","0.3102367523732499","0.7719612541617661","28"
"up_proj","AD_GD","64","0.49832466200041214","0.4733324588987634","0.36698840861695287","0.7954022388911618","28"
"up_proj","AD_GF","8","0.35991245048463233","0.3190802443649942","0.2284372841994253","0.752296131213863","28"
"up_proj","AD_GF","16","0.4247504388690843","0.3782899788015223","0.2893207088091524","0.8083687804684138","28"
"up_proj","AD_GF","32","0.481132216717229","0.4304805653435875","0.34997529435031516","0.8342418776351831","28"
"up_proj","AD_GF","64","0.5460065533129199","0.5051454699839748","0.4211167983766112","0.8579666361125106","28"
"up_proj","AD_GI","8","0.32949167618918906","0.28692876925921246","0.22091962097677426","0.7049281646942418","28"
"up_proj","AD_GI","16","0.3770119744445282","0.33880452787494514","0.25931350614992416","0.7584659957849318","28"
"up_proj","AD_GI","32","0.41613189980467447","0.37968464300871047","0.3002187009356565","0.7702819683425653","28"
"up_proj","AD_GI","64","0.4614026595967275","0.427431107836723","0.3415271408073677","0.785489997569523","28"
"up_proj","AF_GD","8","0.439258880583774","0.41287765344999616","0.31824660721976455","0.7643427413240869","28"
"up_proj","AF_GD","16","0.4900656260070058","0.4738378457589031","0.36591115318437734","0.7875980554693323","28"
